q0 (),q1,q2,q3
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.238795325112867385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.826834323650897818e-01
9.239296177400877497e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.825624935388404757e-01
9.240247360589118886e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.823326917113657464e-01
9.241603059163829847e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.820048808176897404e-01
9.243321771343554483e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.815888183818578194e-01
9.245365939923676502e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.810932777798526905e-01
9.247701607038397720e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.805261487359236638e-01
9.250298093045735692e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.798945273335012640e-01
9.253127699211237678e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.792047966744322984e-01
9.256165433488513505e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.784626991909823546e-01
9.259388758434633493e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.776734015015398294e-01
9.262777360128813253e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.768415526011573147e-01
9.266312936861881289e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.759713360902149915e-01
9.269979006314992276e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.750665170670304804e-01
9.273760729935548452e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.741304842418655685e-01
9.277644753235931852e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.731662877693238123e-01
9.281619060778419916e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.721766732426244895e-01
9.285672844661211345e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.711641122458009812e-01
9.289796385381122734e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.701308298177797274e-01
9.293980944014437195e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.690788291448929836e-01
9.298218664726058957e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.680099137651042240e-01
9.302502486686182737e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.669257075376073929e-01
9.306826064541929844e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.658276726050528338e-01
9.311183696657563402e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.647171255520968991e-01
9.315570260400328761e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.635952519429393459e-01
9.319981153809112628e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.624631194017257640e-01
9.324412243039791326e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.613216893828773424e-01
9.328859815034125091e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.601718277633810805e-01
9.333320534908323696e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.590143143756054922e-01
9.337791407603053262e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.578498515871509356e-01
9.342269743378786018e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.566790720234265799e-01
9.346753126779047127e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.555025455189610439e-01
9.351239388719645440e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.543207853747536995e-01
9.355726581394419039e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.531342539911684342e-01
9.360212955717637229e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.519433679388729308e-01
9.364696941050211221e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.507485025240280052e-01
9.369177126981365067e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.495499958982864475e-01
9.373652246959748302e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.483481527590819304e-01
9.378121163588158948e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.471432476811247003e-01
9.382582855414389744e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.459355281159187667e-01
9.387036405067223921e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.447252170924345327e-01
9.391480988601701441e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.435125156487431886e-01
9.395915865931220301e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.422976050214485144e-01
9.400340372236333231e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.410806486170636087e-01
9.404753910251109073e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.398617937870697658e-01
9.409155943337917938e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.386411734262201323e-01
9.413545989270416525e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.374189074117046050e-01
9.417923614652659037e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.361951038990276253e-01
9.422288429909507768e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.349698604888717290e-01
9.426640084790081087e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.337432652778009601e-01
9.430978264331882910e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.325153978043662861e-01
9.435302685238579068e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.312863299010336271e-01
9.439613092629139945e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.300561264613115497e-01
9.443909257120389755e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.288248461305168791e-01
9.448190972208865279e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.275925419277873063e-01
9.452458051921335258e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.263592618061805228e-01
9.456710328706499080e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.251250491570255030e-01
9.460947651543134551e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.238899432640731102e-01
9.465169884242543574e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.226539797124466924e-01
9.469376903925367239e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.214171907568857400e-01
9.473568599654887956e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.201796056533413593e-01
9.477744871210785904e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.189412509575650367e-01
9.481905627988919116e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.177021507939796208e-01
9.486050788014221968e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.164623270977883762e-01
9.490180277055081381e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.152217998329864823e-01
9.494294027828802385e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.139805871886722777e-01
9.498391979288779430e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.127387057558208006e-01
9.502474075985012369e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.114961706864594615e-01
9.506540267490403151e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.102529958370021657e-01
9.510590507886103051e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.090091938973135166e-01
9.514624755299810888e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.077647765069292940e-01
9.518642971491605431e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.065197543597062424e-01
9.522645121482415931e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.052741372980544710e-01
9.526631173220743154e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.040279343977912441e-01
9.530601097283702972e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.027811540445456417e-01
9.534554866608854207e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.015338040025598021e-01
9.538492456253662155e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.002858914766388665e-01
9.542413843179731181e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.990374231679345240e-01
9.546319006059267309e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.977884053241766082e-01
9.550207925101497075e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.965388437849003078e-01
9.554080581896968738e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.952887440221736437e-01
9.557936959277895106e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.940381111772694678e-01
9.561777041192908166e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.927869500936851055e-01
9.565600812594715618e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.915352653468755162e-01
9.569408259339352574e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.902830612710254332e-01
9.573199368095807182e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.890303419831563025e-01
9.576974126264991005e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.877771114048320311e-01
9.580732521907049382e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.865233732817027423e-01
9.584474543676176905e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.852691312011052527e-01
9.588200180762169733e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.840143886079065094e-01
9.591909422837995303e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.827591488187726210e-01
9.595602260012781048e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.815034150350151920e-01
9.599278682789661454e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.802471903541582932e-01
9.602938682027962747e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.789904777803547953e-01
9.606582248909311117e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.777332802337617590e-01
9.610209374907228153e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.764756005589864563e-01
9.613820051759874863e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.752174415326862911e-01
9.617414271445605678e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.739588058704153228e-01
9.620992026161054866e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726996962327866147e-01
9.624553308301481147e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.714401152310212395e-01
9.628098110443155111e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.701800654319440054e-01
9.631626425327549645e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.689195493624821909e-01
9.635138245847187921e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.676585695137141396e-01
9.638633565032936890e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.663971283445158988e-01
9.642112376042625277e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.651352282848441488e-01
9.645574672150833972e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.638728717386901734e-01
9.649020446739750012e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.626100610867421747e-01
9.652449693290956478e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.613467986887788586e-01
9.655862405378089486e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.600830868858270417e-01
9.659258576660233464e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.588189280021018779e-01
9.662638200876024763e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.575543243467547372e-01
9.666001271838349229e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.562892782154457816e-01
9.669347783429592669e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.550237918917608315e-01
9.672677729597394247e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.537578676484850693e-01
9.675991104350823990e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.524915077487503434e-01
9.679287901756972179e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.512247144470682869e-01
9.682568115937885134e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.499574899902594072e-01
9.685831741067819634e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.486898366182892228e-01
9.689078771370781551e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.474217565650211892e-01
9.692309201118329831e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.461532520588943229e-01
9.695523024627595854e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.448843253235320760e-01
9.698720236259517069e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.436149785782916188e-01
9.701900830417250488e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.423452140387564735e-01
9.705064801544758257e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.410750339171809364e-01
9.708212144125535348e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.398044404228885651e-01
9.711342852681466020e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.385334357626327506e-01
9.714456921771810194e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.372620221409184882e-01
9.717554345992288622e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.359902017602931168e-01
9.720635119974266880e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.347179768216074158e-01
9.723699238384024834e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.334453495242502508e-01
9.726746695922097175e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.321723220663603482e-01
9.729777487322691654e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.308988966450151170e-01
9.732791607353166174e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.296250754564009011e-01
9.735789050813556944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.283508606959661069e-01
9.738769812536164361e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.270762545585582326e-01
9.741733887385169988e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.258012592385484907e-01
9.744681270256309036e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.245258769299408597e-01
9.747611956076566164e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.232501098264721984e-01
9.750525939803911246e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.219739601217008973e-01
9.753423216427062892e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.206974300090865648e-01
9.756303780965268624e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.194205216820617754e-01
9.759167628468118361e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.181432373340956854e-01
9.762014754015378992e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.168655791587512094e-01
9.764845152716835619e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.155875493497367568e-01
9.767658819712163876e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.143091501009506961e-01
9.770455750170806697e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.130303836065228773e-01
9.773235939291868846e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.117512520608506310e-01
9.775999382304022545e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.104717576586316585e-01
9.778746074465423099e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.091919025948920097e-01
9.781476011063636733e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.079116890650117566e-01
9.784189187415570643e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.066311192647478368e-01
9.786885598867418601e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.053501953902532873e-01
9.789565240794610990e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.040689196380954251e-01
9.792228108601764847e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.027872942052708627e-01
9.794874197722645004e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.015053212892197188e-01
9.797503503620135223e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.002230030878365541e-01
9.800116021786198228e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.989403417994814183e-01
9.802711747741860160e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.976573396229878432e-01
9.805290677037178382e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.963739987576713919e-01
9.807852805251225936e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.950903214033349320e-01
9.810398127992074890e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.938063097602756857e-01
9.812926640896779684e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.925219660292881718e-01
9.815438339631369358e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.912372924116683415e-01
9.817933219890829788e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.899522911092174360e-01
9.820411277399102579e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.886669643242433470e-01
9.822872507909075068e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.873813142595621428e-01
9.825316907202575889e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.860953431184996787e-01
9.827744471090368306e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.848090531048923735e-01
9.830155195412151325e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.835224464230870989e-01
9.832549076036554148e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.822355252779409573e-01
9.834926108861137273e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.809482918748204772e-01
9.837286289812392504e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.796607484196017235e-01
9.839629614845740724e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.783728971186673840e-01
9.841956079945534119e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.770847401789077680e-01
9.844265681125062839e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.757962798077168931e-01
9.846558414426547223e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.745075182129914859e-01
9.848834275921150017e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.732184576031292056e-01
9.851093261708974147e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.719291001870262570e-01
9.853335367919064947e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.706394481740747537e-01
9.855560590709417923e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.693495037741599707e-01
9.857768926266982090e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.680592691976586506e-01
9.859960370807661079e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.667687466554347020e-01
9.862134920576317576e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.654779383588381725e-01
9.864292571846783320e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.641868465197004467e-01
9.866433320921856875e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.628954733503326646e-01
